,PLN-MM/YY,Sales_Doc.,Item,V,Loaded_line,New_Plan,Sold_to_party,Country_Key,Destination,Material,CUST_THICKNESS,CUST_WIDTH,KS_GRADE01,ZINC01,Remain_GRF,Destination.1,Creation,CBE$,BM$,Demanded_Month,Plan_Month,order_item_type
5086,202407,30086087,30,3008608730,CR,2024 July,احمد سمير المغربل,Egypt,Local,CRCF,0.7,1000.0,DC01,,8.0,Service Center,EXW,772.0,770.0,Jul,Jul,Small Item
5087,202407,30086087,40,3008608740,CR,2024 July,احمد سمير المغربل,Egypt,Local,CRCF,1.0,1250.0,DC01,,20.0,Service Center,EXW,761.0,,Jul,Jul,Small Item
5088,202407,30086087,50,3008608750,CR,2024 July,احمد سمير المغربل,Egypt,Local,CRCF,1.5,1000.0,DC01,,30.95,,EXW,772.0,770.0,Jul,Jul,Small Item
5089,202407,30086087,60,3008608760,CR,2024 July,احمد سمير المغربل,Egypt,Local,CRCF,0.5,1000.0,DC01,,200.0,,EXW,772.0,770.0,Jul,Jul,Large Item
5090,202407,30087205,10,3008720510,PP,2024 July,دلتا فوم,Egypt,Local,POCF,,1250.0,,120,22.0,,EXW,1065.0,1061.0,Jul,Jul,Small Item
5091,202406,30086401,10,3008640110,GI,2024 July,باور ماركت,Egypt,Local,GCCF,1.0,1250.0,DX53D,80,18.0,Corporate,CPT,896.0,893.0,Jun,Jul,Small Item
5092,202406,30086401,20,3008640120,GI,2024 July,باور ماركت,Egypt,Local,GCCF,1.2,1250.0,DX53D,80,39.0,Corporate,CPT,889.0,886.0,Jun,Jul,Small Item
5093,202407,30087257,10,3008725710,GI,2024 July,مودرن ايجيبت للصناعات الحديدية,Egypt,Local,GHSF,1.5,1250.0,DX51D,60,20.0,Corporate,EXW,813.0,810.0,Jul,Jul,Small Item
5094,202407,30087257,20,3008725720,GI,2024 July,مودرن ايجيبت للصناعات الحديدية,Egypt,Local,GHSF,2.0,1250.0,DX51D,60,39.355,Corporate,EXW,,801.0,Jul,Jul,Small Item
5095,202405,30086917,10,3008691710,GI,2024 July,بلو ستار,Egypt,,GHSF,2.0,1000.0,DX51D,275,30.0,Service Center,EXW,894.0,891.0,May,Jul,Small Item
5096,202405,30086917,20,3008691720,GI,2024 July,بلو ستار,Egypt,Local,GHSF,2.5,1000.0,DX51D,275,140.0,Service Center,EXW,882.0,879.0,May,Jul,Medium Item
5097,202405,30086917,30,3008691730,GI,2024 July,بلو ستار,Egypt,Local,GHSF,3.0,1000.0,DX51D,275,17.93,Service Center,EXW,872.0,869.0,May,Jul,Small Item
5098,202407,30087365,20,3008736520,GI,2024 July,باور ماركت,Egypt,Local,GCCF,,1250.0,DX53D,80,11.8,Corporate,CPT,817.0,815.0,Jul,Jul,Small Item
5099,202407,30087365,10,3008736510,GI,2024 July,باور ماركت,Egypt,Local,GCCF,1.0,1250.0,DX53D,80,50.0,Corporate,CPT,822.0,819.0,Jul,Jul,Medium Item
5100,202406,30086122,40,3008612240,GI,2024 July,العالمية للمعادن جمال محمد عامر احم,Egypt,Local,GCCF,,1250.0,DX51D,275,68.08,Service Center,EXW,917.0,914.0,Jun,Jul,Medium Item
5101,202406,30086122,70,3008612270,GI,2024 July,العالمية للمعادن جمال محمد عامر احم,Egypt,Local,GCCF,1.2,1250.0,DX51D,60,25.0,Service Center,EXW,827.0,824.0,Jun,Jul,Small Item
5102,202406,30086122,20,3008612220,GI,2024 July,العالمية للمعادن جمال محمد عامر احم,Egypt,Local,GCCF,0.8,1250.0,DX51D,275,40.0,Service Center,EXW,974.0,971.0,Jun,Jul,Small Item
5103,202406,30085960,10,3008596010,GI,2024 July,الدلتا المصريه,Egypt,Local,GCCF,1.0,1250.0,DX53D,60,6.94,Corporate,CPT,867.0,865.0,Jun,Jul,Small Item
5104,202406,30085960,20,3008596020,GI,2024 July,الدلتا المصريه,Egypt,Local,GCCF,1.2,1250.0,DX53D,60,12.5,Corporate,CPT,860.0,858.0,Jun,Jul,Small Item
5105,202406,30085960,30,3008596030,GI,2024 July,الدلتا المصريه,Egypt,Local,GCCF,1.5,1250.0,DX52D,60,11.0,Corporate,CPT,846.0,843.0,Jun,Jul,Small Item
5106,202407,30087053,100,30087053100,GI,2024 July,سورس ستيل لتجارة الصاج,Egypt,Local,GCCF,1.0,1250.0,DX51D,275,30.77,Stocking and Distrib,EXW,936.0,933.0,Jul,Jul,Small Item
5107,202407,30087053,110,30087053110,GI,2024 July,سورس ستيل لتجارة الصاج,Egypt,Local,GCCF,1.2,1250.0,DX51D,275,33.8,Stocking and Distrib,EXW,917.0,914.0,Jul,Jul,Small Item
5108,202407,30087053,80,3008705380,GI,2024 July,سورس ستيل لتجارة الصاج,Egypt,Local,GCCF,0.7,1250.0,DX51D,275,18.0,Stocking and Distrib,EXW,989.0,986.0,Jul,Jul,Small Item
5109,202407,30087053,90,3008705390,GI,2024 July,سورس ستيل لتجارة الصاج,Egypt,Local,GCCF,0.8,1250.0,DX51D,275,18.0,Stocking and Distrib,EXW,965.0,962.0,Jul,Jul,Small Item
5110,202407,30087053,30,3008705330,GI,2024 July,سورس ستيل لتجارة الصاج,Egypt,Local,GCCF,1.2,1250.0,DX51D,60,20.0,Stocking and Distrib,EXW,765.0,763.0,Jul,Jul,Small Item
5111,202407,30087065,70,3008706570,GI,2024 July,العربى للاستيراد والتصدير,Egypt,Local,GCCF,1.0,1000.0,DX51D,60,20.0,Service Center,EXW,,779.0,Jul,Jul,Small Item
5112,202407,30087065,80,3008706580,GI,2024 July,العربى للاستيراد والتصدير,Egypt,Local,GCCF,1.0,1250.0,DX51D,60,20.0,Service Center,EXW,770.0,768.0,Jul,Jul,Small Item
5113,202407,30087065,90,3008706590,GI,2024 July,العربى للاستيراد والتصدير,Egypt,Local,GHCF,2.0,1000.0,DX51D,60,30.33,Service Center,EXW,768.0,765.0,Jul,Jul,Small Item
5114,202407,30087065,100,30087065100,GI,2024 July,العربى للاستيراد والتصدير,Egypt,Local,GHCF,2.0,1250.0,DX51D,60,15.0,Service Center,EXW,756.0,753.0,Jul,Jul,Small Item
5115,202407,30087551,10,3008755110,GI,2024 July,شركة اليكترولكس مصر,Egypt,Local,GCRF,1.2,240.0,DX51D,100,9.16,Large Corporate,CPT,909.0,906.0,Jul,Jul,Small Item
5116,202407,30087551,40,3008755140,GI,2024 July,شركة اليكترولكس مصر,Egypt,Local,GCRF,1.2,165.0,DX51D,100,20.0,,CPT,909.0,906.0,Jul,Jul,Small Item
5117,202407,30087551,50,3008755150,GI,2024 July,شركة اليكترولكس مصر,Egypt,Local,GCRF,1.5,160.0,DX51D,100,50.0,Large Corporate,CPT,909.0,906.0,Jul,Jul,Medium Item
5118,202407,30087551,30,3008755130,GI,2024 July,شركة اليكترولكس مصر,Egypt,Local,GCNF,1.0,638.0,DX51D,100,50.0,Large Corporate,CPT,,906.0,Jul,Jul,Medium Item
5119,202407,30086998,10,3008699810,GI,2024 July,شركه الزامل للمبانى الحديديه مصر,Egypt,Local,GCRF,1.5,345.0,,275,40.0,Large Corporate,CPT,1012.0,1009.0,Jul,Jul,Small Item
5120,202407,30086998,20,3008699820,GI,2024 July,شركه الزامل للمبانى الحديديه مصر,Egypt,Local,GHRF,2.0,345.0,S350GD,275,80.0,Large Corporate,CPT,1012.0,,Jul,Jul,Medium Item
5121,202407,30086998,30,3008699830,GI,2024 July,شركه الزامل للمبانى الحديديه مصر,Egypt,Local,GHRF,2.5,,,275,40.0,Large Corporate,CPT,1012.0,1009.0,Jul,Jul,Small Item
5122,202407,35006012,10,3500601210,CR,2024 July,EMIRATES ELECTRICAL AND SUPPLIES,Kenya,Export,CRSF,0.5,1220.0,DC01,,25.0,Africa,CFR,795.0,795.0,Jul,Jul,Small Item
5123,202407,30087850,10,3008785010,PP,2024 July,الشركة العالميه للتبريد,Egypt,Local,PONF,,690.0,DX51D,80,80.0,Corporate,CPT,1179.0,1175.0,Jul,Jul,Medium Item
5124,202407,30087850,50,3008785050,PP,2024 July,الشركة العالميه للتبريد,Egypt,Local,PONF,0.5,777.0,DX51D,80,48.0,Corporate,CPT,1179.0,1175.0,Jul,Jul,Small Item
5125,202407,30087850,60,3008785060,PP,2024 July,الشركة العالميه للتبريد,Egypt,Local,PONF,0.5,817.0,DX51D,80,50.0,Corporate,CPT,1179.0,1175.0,Jul,Jul,Medium Item
5126,202407,30087850,70,3008785070,PP,2024 July,الشركة العالميه للتبريد,Egypt,Local,PONF,0.5,690.0,DX51D,80,150.0,Corporate,CPT,1179.0,1175.0,Jul,Jul,Medium Item
5127,202407,30087850,40,3008785040,PP,2024 July,الشركة العالميه للتبريد,Egypt,Local,PONF,0.5,808.0,DX51D,80,20.0,Corporate,CPT,1179.0,1175.0,Jul,Jul,Small Item
5128,202407,30087696,10,3008769610,PP,2024 July,شركة اسكندريه للصاج المعرج,Egypt,Local,POCF,0.7,1250.0,DX51D,80,20.0,Large Corporate,EXW,955.0,952.0,Jul,Jul,Small Item
5129,202407,30087696,20,3008769620,PP,2024 July,شركة اسكندريه للصاج المعرج,Egypt,Local,POCF,0.5,1250.0,DX51D,80,11.3,Large Corporate,EXW,1001.0,997.0,Jul,Jul,Small Item
5130,202407,30087696,30,3008769630,PP,2024 July,شركة اسكندريه للصاج المعرج,Egypt,Local,POCF,0.5,1250.0,,80,3.0,Large Corporate,EXW,1001.0,997.0,Jul,Jul,Small Item
5131,202403,30084435,40,3008443540,CR,2024 July,جرایف ایجیبت,Egypt,Local,CRSF,0.5,1175.0,DC01,,5.0,Large Corporate,CPT,1091.0,1087.0,Mar,Jul,Small Item
5132,202405,30086160,20,3008616020,PP,2024 July,شركه الزامل للمبانى الحديديه مصر,Egypt,Local,POCF,0.5,1219.0,C350GD,275,9.0,Large Corporate,CPT,1283.0,1279.0,May,Jul,Small Item
5133,202407,30088062,10,3008806210,CR,2024 July,المصرية الهندية لتشكيل المعادن,Egypt,Local,CRSF,1.0,1002.0,DC05,,3.0,Corporate,,841.0,,Jul,Jul,Small Item
5134,202407,30087788,10,3008778810,GI,2024 July,كونستيل للصناعات الهندسيه,Egypt,Local,GHCF,2.0,1250.0,DX51D,60,100.0,Corporate,EXW,796.0,794.0,Jul,Jul,Medium Item
5135,202407,30087562,10,3008756210,GI,2024 July,شركة الاسكندريه الدوليه لصناعه البل,Egypt,Local,GCRF,0.8,30.0,DX51D,60,60.0,Corporate,CPT,906.0,903.0,Jul,Jul,Medium Item
5136,202407,30087066,20,3008706620,GI,2024 July,جمال السيد عبدالفتاح,Egypt,Local,GCCF,0.8,1250.0,DX51D,275,7.0,Stocking and Distrib,EXW,965.0,962.0,Jul,Jul,Small Item
5137,202407,30087069,10,3008706910,GI,2024 July,قباء للتجاره والاستيراد حسنى احمد خ,Egypt,Local,GCCF,0.7,1000.0,DX51D,60,27.59,Stocking and Distrib,EXW,777.0,775.0,Jul,Jul,Small Item
5138,202407,30087069,20,3008706920,GI,2024 July,قباء للتجاره والاستيراد حسنى احمد خ,Egypt,Local,GCCF,0.8,1000.0,DX51D,60,7.0,Stocking and Distrib,EXW,777.0,775.0,Jul,Jul,Small Item
5139,202407,30088066,10,3008806610,CR,2024 July,السويدى للصناعات الكهربائيه,Egypt,Local,CRSF,0.4,,DC01,,40.0,High Tech industries,,781.0,778.0,Jul,Jul,Small Item
5140,202407,30088066,20,3008806620,CR,2024 July,السويدى للصناعات الكهربائيه,Egypt,Local,CRSF,,1250.0,DC01,,30.0,High Tech industries,,781.0,778.0,Jul,Jul,Small Item
5141,202407,30088066,30,3008806630,CR,2024 July,السويدى للصناعات الكهربائيه,Egypt,Local,CRSF,0.8,1250.0,DC01,,60.0,High Tech industries,,781.0,778.0,Jul,Jul,Medium Item
5142,202407,30088066,40,3008806640,CR,2024 July,السويدى للصناعات الكهربائيه,Egypt,Local,CRSF,0.5,1000.0,DC01,,50.0,High Tech industries,,781.0,778.0,Jul,Jul,Medium Item
5143,202407,30087069,30,3008706930,GI,2024 July,قباء للتجاره والاستيراد حسنى احمد خ,Egypt,Local,GCCF,0.7,1250.0,DX51D,275,50.0,Stocking and Distrib,EXW,977.0,974.0,Jul,Jul,Medium Item
5144,202406,35005991,10,3500599110,CR,2024 July,Vasilios Stavridis G.P.,Greece,Export,CRCF,2.0,1250.0,DC01,,8.0,Europe,CFR,740.0,740.0,Jun,Jul,Small Item
5145,202406,35005991,70,3500599170,CR,2024 July,Vasilios Stavridis G.P.,Greece,Export,CRCF,2.0,1250.0,DC01,,45.0,Europe,CFR,,740.0,Jun,Jul,Small Item
5146,202407,30087069,40,3008706940,GI,2024 July,قباء للتجاره والاستيراد حسنى احمد خ,Egypt,Local,GCCF,0.8,1250.0,DX51D,275,16.0,Stocking and Distrib,,,950.0,Jul,Jul,Small Item
5147,202407,30087069,50,3008706950,GI,2024 July,قباء للتجاره والاستيراد حسنى احمد خ,Egypt,Local,GCCF,1.0,1250.0,DX51D,275,8.0,Stocking and Distrib,,925.0,922.0,Jul,Jul,Small Item
5148,202407,30087030,10,3008703010,GI,2024 July,عمر علاء حمدي محمد,Egypt,Local,GCCF,0.7,1250.0,DX51D,275,50.0,Service Center,EXW,984.0,981.0,Jul,Jul,Medium Item
5149,202407,30087030,20,3008703020,GI,2024 July,عمر علاء حمدي محمد,Egypt,Local,GCCF,0.8,1250.0,DX51D,275,50.0,Service Center,EXW,960.0,957.0,Jul,Jul,Medium Item
5150,202407,30087030,40,3008703040,GI,2024 July,عمر علاء حمدي محمد,Egypt,Local,GCCF,1.2,1250.0,DX51D,275,50.0,Service Center,EXW,913.0,910.0,Jul,Jul,Medium Item
5151,202404,30086055,10,3008605510,GI,2024 July,قنديل لأنظمة البناء,Egypt,Local,GCRF,1.5,183.0,S450GD,275,10.29,High Tech industries,CPT,1058.0,1054.0,Apr,Jul,Small Item
5152,202407,30082665,20,3008266520,CR,2024 July,كاما فريش,Egypt,Local,CRCF,1.2,1250.0,DC03,,5.83,KAMA Service Center,EXW,979.0,976.0,Jul,Jul,Small Item
5153,202406,30087525,20,3008752520,GI,2024 July,لینك مصر انترناشیونال,Egypt,Local,GHRF,2.0,320.0,S350GD,275,100.0,,CPT,920.0,917.0,Jun,Jul,Medium Item
5154,202407,30087134,20,3008713420,GI,2024 July,الربعة لتشغيل المعادن,Egypt,Local,GCCF,0.7,1000.0,DX51D,60,60.0,Stocking and Distrib,EXW,789.0,787.0,Jul,Jul,Medium Item
5155,202407,30087134,30,3008713430,GI,2024 July,الربعة لتشغيل المعادن,Egypt,Local,GCCF,0.6,1250.0,DX51D,60,8.0,Stocking and Distrib,EXW,784.0,782.0,Jul,Jul,Small Item
5156,202407,30087134,40,3008713440,GI,2024 July,الربعة لتشغيل المعادن,Egypt,Local,GCCF,0.6,1000.0,DX51D,60,20.0,Stocking and Distrib,EXW,,794.0,Jul,Jul,Small Item
5157,202407,30087134,50,3008713450,GI,2024 July,الربعة لتشغيل المعادن,Egypt,Local,GCCF,,1250.0,DX51D,60,17.39,Stocking and Distrib,EXW,763.0,760.0,Jul,Jul,Small Item
5158,202407,30087134,60,3008713460,GI,2024 July,الربعة لتشغيل المعادن,Egypt,Local,GCCF,1.5,1000.0,DX51D,60,22.02,Stocking and Distrib,EXW,775.0,,Jul,Jul,Small Item
5159,202404,30085697,30,3008569730,PP,2024 July,فریش الیكتریك  للاجهزه المنزلیة,Egypt,Local,PONF,0.4,835.0,DX51D,100,15.22,Large Corporate,CPT,1222.0,1219.0,Apr,Jul,Small Item
5160,202404,30085697,40,3008569740,PP,2024 July,فریش الیكتریك  للاجهزه المنزلیة,Egypt,Local,PONF,0.4,,DX51D,100,49.87,Large Corporate,CPT,1222.0,1219.0,Apr,Jul,Small Item
5161,202404,30085697,60,3008569760,PP,2024 July,فریش الیكتریك  للاجهزه المنزلیة,Egypt,Local,PONF,0.4,756.0,DX51D,100,10.0,Large Corporate,CPT,1222.0,1219.0,Apr,Jul,Small Item
5162,202407,30087134,70,3008713470,GI,2024 July,الربعة لتشغيل المعادن,Egypt,Local,GCCF,1.8,1250.0,DX51D,60,20.0,Stocking and Distrib,EXW,761.0,758.0,Jul,Jul,Small Item
5163,202407,30087134,80,3008713480,GI,2024 July,الربعة لتشغيل المعادن,Egypt,Local,GCCF,1.25,1250.0,DX51D,60,18.76,Stocking and Distrib,EXW,765.0,763.0,Jul,Jul,Small Item
5164,202407,30087134,90,3008713490,GI,2024 July,الربعة لتشغيل المعادن,Egypt,Local,GCCF,1.0,1250.0,DX51D,60,20.0,Stocking and Distrib,EXW,770.0,768.0,Jul,Jul,Small Item
5165,202407,30087297,10,3008729710,GI,2024 July,دكت ماستر,Egypt,Local,GCCF,0.7,1250.0,DX51D,275,8.83,Corporate,,1020.0,1016.0,Jul,Jul,Small Item
5166,202407,30087297,20,3008729720,GI,2024 July,دكت ماستر,Egypt,Local,GCCF,0.8,1250.0,DX51D,275,4.0,Corporate,EXW,1001.0,997.0,Jul,Jul,Small Item
5167,202407,30087297,30,3008729730,GI,2024 July,دكت ماستر,Egypt,Local,GCCF,0.7,1250.0,DX51D,330,24.43,Corporate,EXW,1058.0,1054.0,Jul,Jul,Small Item
5168,202407,30087297,40,3008729740,GI,2024 July,دكت ماستر,Egypt,Local,GCCF,0.8,1250.0,DX51D,330,66.54,Corporate,EXW,1031.0,1028.0,Jul,Jul,Medium Item
5169,202406,30086083,20,3008608320,GI,2024 July,الصفوه للمقاولات والتوريدات العمومي,Egypt,Local,GCCF,0.8,1250.0,,275,80.0,Stocking and Distrib,EXW,972.0,969.0,Jun,Jul,Medium Item
5170,202407,30088063,10,3008806310,GI,2024 July,شركه الزامل للمبانى الحديديه مصر,Egypt,Local,GHRF,2.25,345.0,S350GD,275,4.79,Large Corporate,CPT,993.0,990.0,Jul,Jul,Small Item
5171,202407,30088063,20,3008806320,GI,2024 July,شركه الزامل للمبانى الحديديه مصر,Egypt,Local,GHRF,2.25,390.0,S350GD,275,50.0,Large Corporate,CPT,993.0,990.0,Jul,Jul,Medium Item
5172,202407,30088063,30,3008806330,GI,2024 July,شركه الزامل للمبانى الحديديه مصر,Egypt,Local,GCRF,1.75,345.0,S350GD,275,20.0,Large Corporate,CPT,1012.0,1009.0,Jul,Jul,Small Item
5173,202407,30088063,40,3008806340,GI,2024 July,شركه الزامل للمبانى الحديديه مصر,Egypt,,GCRF,1.75,390.0,S350GD,275,4.0,Large Corporate,CPT,1012.0,1009.0,Jul,Jul,Small Item
5174,202404,30084422,30,3008442230,GI,2024 July,طیبة للصناعات الهندسیة,Egypt,Local,GCCF,1.2,1250.0,DX51D,80,5.0,Corporate,CPT,1369.0,1365.0,Apr,Jul,Small Item
5175,202405,30086078,10,3008607810,GI,2024 July,السويدى للصناعات الكهربائيه,Egypt,Local,GHCF,2.0,1250.0,DX51D,275,100.0,High Tech industries,CPT,898.0,896.0,May,Jul,Medium Item
5176,202407,30087503,10,3008750310,GI,2024 July,المحمدية,Egypt,Local,GHCF,1.5,1250.0,DX51D,60,10.17,Service Center,EXW,782.0,,Jul,Jul,Small Item
5177,202407,30087503,20,3008750320,GI,2024 July,المحمدية,Egypt,Local,GHCF,2.0,1250.0,DX51D,60,25.0,Service Center,EXW,780.0,777.0,Jul,Jul,Small Item
5178,202403,30084378,20,3008437820,GI,2024 July,كریازى للصناعات الهندسیة,Egypt,Local,GCRF,1.5,92.0,DX52D,80,45.0,Large Corporate,EXW,1150.0,1147.0,Mar,Jul,Small Item
5179,202407,30087580,10,3008758010,GI,2024 July,الناصرة جروب للصناعات الكهربائيةالم,Egypt,Local,GCSF,1.0,1250.0,DX51D,110,8.0,Corporate,CPT,889.0,886.0,Jul,Jul,Small Item
5180,202406,30087118,10,3008711810,GI,2024 July,الشركه الهندسيه للتصنيع,Egypt,Local,GCSF,0.7,1250.0,DX53D,60,27.0,Corporate,CPT,915.0,912.0,Jun,Jul,Small Item
5181,202406,30087118,20,3008711820,GI,2024 July,الشركه الهندسيه للتصنيع,Egypt,Local,GCSF,1.0,1250.0,DX53D,60,15.0,Corporate,CPT,894.0,891.0,Jun,Jul,Small Item
5182,202406,30087118,40,3008711840,GI,2024 July,الشركه الهندسيه للتصنيع,Egypt,Local,GCSF,0.8,1250.0,DX53D,60,35.0,Corporate,CPT,894.0,891.0,Jun,Jul,Small Item
5183,202407,30087527,10,3008752710,GI,2024 July,شركه الزامل للمبانى الحديديه مصر,Egypt,Local,GHRF,2.5,500.0,S350GD,275,90.0,Large Corporate,CPT,993.0,990.0,Jul,Jul,Medium Item
5184,202407,30087527,20,3008752720,GI,2024 July,شركه الزامل للمبانى الحديديه مصر,Egypt,Local,GHRF,3.0,480.0,S350GD,275,10.0,Large Corporate,CPT,986.0,983.0,Jul,Jul,Small Item
5185,202406,30087528,10,3008752810,GI,2024 July,الفا للاوناش و مستلزمات النقل,Egypt,Local,GCCF,0.8,1250.0,DX51D,60,25.0,High Tech industries,,882.0,879.0,Jun,Jul,Small Item
5186,202406,30086172,70,3008617270,GI,2024 July,جرایف ایجیبت,Egypt,Local,GCRF,0.9,25.0,DX51D,150,15.0,Large Corporate,CPT,1070.0,1066.0,Jun,Jul,Small Item
5187,202406,30086332,10,3008633210,GI,2024 July,الشركة العالميه للتبريد,Egypt,Local,GCCF,0.5,,DX51D,180,20.0,Corporate,CPT,1027.0,1023.0,Jun,Jul,Small Item
5188,202405,30085713,90,3008571390,GI,2024 July,جرایف ایجیبت,Egypt,Local,GCRF,1.5,43.0,,150,100.0,Large Corporate,CPT,1112.0,1109.0,May,Jul,Medium Item
5189,202407,30087831,30,3008783130,GI,2024 July,العربيه المنيرى للشحن و الصناعه وال,Egypt,Local,GCCF,1.25,1250.0,DX51D,90,130.29,,CPT,898.0,896.0,Jul,Jul,Medium Item
5190,202406,35006008,10,3500600810,GI,2024 July,GEOMETAL LIMITED.,Greece,Export,GCCF,0.4,1250.0,DX51D,100,8.015,Europe,FOB,880.0,880.0,Jun,Jul,Small Item
5191,202407,30087849,50,3008784950,GI,2024 July,الشركة العالميه للتبريد,Egypt,Local,GCCF,2.0,,DX51D,200,20.0,Corporate,CPT,867.0,865.0,Jul,Jul,Small Item
5192,202402,35005769,50,3500576950,CR,2024 July,Marcegaglia Poland Sp. z o.o.,Poland,Export,CRCF,3.0,1250.0,DC01,,25.0,Europe,CFR,740.0,740.0,Feb,Jul,Small Item
5193,202407,30087024,10,3008702410,GI,2024 July,الشركة المصرية الدولية للعلوم والتك,Egypt,Local,GHRF,2.0,140.0,DX51D,330,30.32,Stocking and Distrib,EXW,934.0,931.0,Jul,Jul,Small Item
5194,202405,30085716,10,3008571610,CR,2024 July,مصر لصناعة الكباسات,Egypt,Local,CRRF,0.5,229.5,M1050-50D,,6.76,Large Corporate,CPT,879.0,877.0,May,Jul,Small Item
5195,202407,30087024,20,3008702420,GI,2024 July,الشركة المصرية الدولية للعلوم والتك,Egypt,Local,GHRF,2.0,180.0,DX51D,330,19.13,Stocking and Distrib,EXW,934.0,931.0,Jul,Jul,Small Item
5196,202406,30087118,30,3008711830,GI,2024 July,الشركه الهندسيه للتصنيع,Egypt,Local,GCSF,0.5,1250.0,DX53D,60,43.93,Corporate,CPT,915.0,912.0,Jun,Jul,Small Item
5197,202406,30087118,50,3008711850,CR,2024 July,الشركه الهندسيه للتصنيع,Egypt,Local,CRSF,0.5,1250.0,DC03,,5.0,Corporate,CPT,870.0,867.0,Jun,Jul,Small Item
5198,202401,35005780,50,3500578050,CR,2024 July,LL-Resources GmbH Austria,Slovenia,Export,CRRF,0.35,,DC04,,30.0,Europe,CIF,830.0,830.0,Jan,Jul,Small Item
5199,202401,35005780,10,3500578010,CR,2024 July,LL-Resources GmbH Austria,Slovenia,Export,CRRF,0.3,55.8,DC04,,40.0,Europe,CIF,830.0,830.0,Jan,Jul,Small Item
5200,202401,35005780,40,3500578040,CR,2024 July,LL-Resources GmbH Austria,Slovenia,Export,CRRF,0.45,55.8,DC04,,112.56,Europe,CIF,830.0,830.0,Jan,Jul,Medium Item
5201,202401,35005780,20,3500578020,CR,2024 July,LL-Resources GmbH Austria,Slovenia,Export,CRRF,0.35,55.8,DC04,,11.34,Europe,CIF,830.0,830.0,Jan,Jul,Small Item
5202,202406,30087526,10,3008752610,HP,2024 July,السويدى للصناعات الكهربائيه,Egypt,Local,HPCF,2.5,1250.0,DD11,,10.0,High Tech industries,CPT,798.0,795.0,Jun,Jul,Small Item
5203,202406,30087199,20,3008719920,GI,2024 July,اية اتش ام للاسقف و الكلادينج و الع,Egypt,Local,GCSF,1.0,1250.0,DX51D,120,14.45,High Tech industries,EXW,879.0,876.0,Jun,Jul,Small Item
5204,202406,30087199,10,3008719910,GI,2024 July,اية اتش ام للاسقف و الكلادينج و الع,Egypt,Local,GHRF,2.0,340.0,DX51D,120,5.0,High Tech industries,EXW,826.0,823.0,Jun,Jul,Small Item
5205,202406,30087243,10,3008724310,GI,2024 July,القدس للانشاءات  المعدنيه والمبانى,Egypt,Local,GCRF,2.0,345.0,S350GD,275,2.0,High Tech industries,EXW,995.0,991.0,Jun,Jul,Small Item
