,PLN-MM/YY,Sales_Doc.,Item,V,Loaded_line,New_Plan,Sold_to_party,Country_Key,Destination,Material,CUST_THICKNESS,CUST_WIDTH,KS_GRADE01,ZINC01,Remain_GRF,Destination.1,Creation,CBE$,BM$,Demanded_Month,Plan_Month,order_item_type
7213,202409,30088983,10,3008898310,GI,2024 Sep,كناوف المحدودة وشریكتها,Egypt,Local,GCRF,0.4,48.0,DX51D,100,25.0,Large Corporate,CPT,876.0,871.0,Sep,Sep,Small Item
7214,202409,30088983,20,3008898320,GI,2024 Sep,كناوف المحدودة وشریكتها,Egypt,Local,GCRF,0.4,59.0,DX51D,100,30.0,Large Corporate,CPT,876.0,871.0,Sep,Sep,Small Item
7215,202409,30088983,30,3008898330,GI,2024 Sep,كناوف المحدودة وشریكتها,Egypt,Local,GCRF,0.4,106.0,DX51D,100,50.0,Large Corporate,CPT,876.0,871.0,Sep,Sep,Medium Item
7216,202409,30088983,40,3008898340,GI,2024 Sep,كناوف المحدودة وشریكتها,Egypt,Local,GCRF,0.45,106.0,DX51D,100,8.78,Large Corporate,CPT,863.0,857.0,Sep,Sep,Small Item
7217,202409,30088983,50,3008898350,GI,2024 Sep,كناوف المحدودة وشریكتها,Egypt,Local,GCRF,0.5,48.0,,100,11.72,Large Corporate,CPT,856.0,851.0,Sep,Sep,Small Item
7218,202409,30088983,70,3008898370,GI,2024 Sep,كناوف المحدودة وشریكتها,Egypt,Local,GCRF,0.5,119.5,DX51D,100,15.0,Large Corporate,CPT,856.0,851.0,Sep,Sep,Small Item
7219,202409,30088983,80,3008898380,GI,2024 Sep,كناوف المحدودة وشریكتها,Egypt,Local,GCRF,0.6,152.0,DX51D,100,15.0,Large Corporate,CPT,842.0,837.0,Sep,Sep,Small Item
7220,202409,30088983,90,3008898390,GI,2024 Sep,كناوف المحدودة وشریكتها,Egypt,Local,GCRF,0.6,208.0,DX51D,100,15.0,Large Corporate,CPT,,837.0,Sep,Sep,Small Item
7221,202409,30088983,100,30088983100,GI,2024 Sep,كناوف المحدودة وشریكتها,Egypt,Local,GCRF,0.6,48.0,DX51D,180,15.0,Large Corporate,CPT,915.0,909.0,Sep,Sep,Small Item
7222,202409,30088983,110,30088983110,GI,2024 Sep,كناوف المحدودة وشریكتها,Egypt,Local,GCRF,,106.0,DX51D,180,35.0,Large Corporate,CPT,915.0,909.0,Sep,Sep,Small Item
7223,202408,35006099,30,3500609930,GI,2024 Sep,Steel and Tube Industries Ltd,Uganda,Export,GHSF,2.0,1219.0,DX51D,120,7.02,Africa,CFR,1030.0,1030.0,Aug,Sep,Small Item
7224,202407,35006034,70,3500603470,GI,2024 Sep,SARL STM STEEL ,Algeria,Export,GCCF,1.88,1250.0,DX51D,80,30.0,Middle East,CFR,845.0,845.0,Jul,Sep,Small Item
7225,202407,35006034,80,3500603480,GI,2024 Sep,SARL STM STEEL ,Algeria,Export,GHCF,2.3,1000.0,DX51D,100,20.0,Middle East,CFR,,845.0,Jul,Sep,Small Item
7226,202407,35006034,90,3500603490,GI,2024 Sep,SARL STM STEEL ,Algeria,Export,GHCF,2.3,1250.0,DX51D,100,30.0,Middle East,CFR,845.0,845.0,Jul,Sep,Small Item
7227,202409,30090433,130,30090433130,CR,2024 Sep,اتلانتك الهندسيه لتكنولوجيا,Egypt,Local,CRCF,0.5,1285.0,DC01,,60.0,High Tech industries,,711.0,707.0,Sep,Sep,Medium Item
7228,202409,30090433,140,30090433140,CR,2024 Sep,اتلانتك الهندسيه لتكنولوجيا,Egypt,Local,CRNF,0.5,750.0,DC01,,25.0,High Tech industries,EXW,711.0,707.0,Sep,Sep,Small Item
7229,202409,30090433,150,30090433150,CR,2024 Sep,اتلانتك الهندسيه لتكنولوجيا,Egypt,Local,CRCF,0.6,1225.0,DC01,,30.0,High Tech industries,EXW,711.0,707.0,Sep,Sep,Small Item
7230,202409,30090433,160,30090433160,CR,2024 Sep,اتلانتك الهندسيه لتكنولوجيا,Egypt,Local,CRNF,0.6,860.0,DC01,,20.0,High Tech industries,EXW,,707.0,Sep,Sep,Small Item
7231,202409,30090433,170,30090433170,CR,2024 Sep,اتلانتك الهندسيه لتكنولوجيا,Egypt,Local,CRNF,0.6,,DC01,,15.0,High Tech industries,EXW,711.0,,Sep,Sep,Small Item
7232,202409,30090433,180,30090433180,CR,2024 Sep,اتلانتك الهندسيه لتكنولوجيا,Egypt,Local,CRCF,0.6,1180.0,DC01,,10.0,High Tech industries,EXW,711.0,707.0,Sep,Sep,Small Item
7233,202409,30087785,10,3008778510,GI,2024 Sep,شركة اليكترولكس مصر,Egypt,Local,GCNF,,638.0,DX51D,100,11.0,Large Corporate,EXW,863.0,858.0,Sep,Sep,Small Item
7234,202408,30087784,50,3008778450,CR,2024 Sep,شركة اليكترولكس مصر,Egypt,Local,CRSF,0.7,897.0,DC05,,30.0,Large Corporate,CPT,806.0,801.0,Aug,Sep,Small Item
7235,202408,30087784,60,3008778460,CR,2024 Sep,شركة اليكترولكس مصر,Egypt,Local,CRSF,0.7,915.0,DC05,,100.0,Large Corporate,CPT,806.0,801.0,Aug,Sep,Medium Item
7236,202409,30089837,10,3008983710,PP,2024 Sep,ايكون للالواح المعزوله,Egypt,Local,POCF,0.5,1120.0,DX51D,180,200.0,Large Corporate,EXW,1023.0,1017.0,Sep,Sep,Large Item
7237,202409,30089837,20,3008983720,PP,2024 Sep,ايكون للالواح المعزوله,Egypt,Local,POCF,0.5,1070.0,DX51D,180,162.98,Large Corporate,EXW,1023.0,1017.0,Sep,Sep,Medium Item
7238,202408,30089644,30,3008964430,CR,2024 Sep,اتلانتك الهندسيه لتكنولوجيا,Egypt,Local,CRSF,0.5,752.0,DC01,,18.0,High Tech industries,CPT,806.0,801.0,Aug,Sep,Small Item
7239,202409,30090277,90,3009027790,CR,2024 Sep,التيجر السريع للموتسيكلات,Egypt,Local,CRRF,0.8,265.0,DC01,,10.0,High Tech industries,CPT,768.0,764.0,Sep,Sep,Small Item
7240,202409,30090277,10,3009027710,CR,2024 Sep,التيجر السريع للموتسيكلات,Egypt,,CRRF,0.9,578.0,DC01,,100.0,High Tech industries,CPT,768.0,764.0,Sep,Sep,Medium Item
7241,202409,30090277,70,3009027770,CR,2024 Sep,التيجر السريع للموتسيكلات,Egypt,Local,CRRF,1.5,105.0,DC01,,40.0,High Tech industries,CPT,768.0,764.0,Sep,Sep,Small Item
7242,202408,30089120,10,3008912010,GI,2024 Sep,المحمدية,Egypt,Local,GHCF,1.5,1250.0,S355GD,120,60.0,Service Center,EXW,917.0,911.0,Aug,Sep,Medium Item
7243,202408,30089120,20,3008912020,GI,2024 Sep,المحمدية,Egypt,Local,GHCF,2.0,1250.0,DX51D,60,60.0,Service Center,EXW,732.0,727.0,Aug,Sep,Medium Item
7244,202408,30089120,30,3008912030,GI,2024 Sep,المحمدية,Egypt,Local,GCCF,1.5,1250.0,DX51D,60,40.0,Service Center,EXW,736.0,732.0,Aug,Sep,Small Item
7245,202406,35005999,110,35005999110,GI,2024 Sep,SARL EL HADJ TAHAR STEEL IMP-EXP,Algeria,Export,GHCF,1.95,1000.0,DX51D,80,69.41,Middle East,CFR,835.0,835.0,Jun,Sep,Medium Item
7246,202406,35005999,150,35005999150,GI,2024 Sep,SARL EL HADJ TAHAR STEEL IMP-EXP,Algeria,Export,GHCF,2.7,1000.0,DX51D,80,68.08,Middle East,CFR,835.0,835.0,Jun,Sep,Medium Item
7247,202406,35005999,180,35005999180,GI,2024 Sep,SARL EL HADJ TAHAR STEEL IMP-EXP,Algeria,Export,GCCF,0.95,1090.0,DX51D,80,200.13,Middle East,CFR,835.0,835.0,Jun,Sep,Large Item
7248,202406,35005891,90,3500589190,GI,2024 Sep,GEOMETAL LIMITED.,Greece,Export,GCCF,1.5,,S320GD,275,24.74,Europe,,,930.0,Jun,Sep,Small Item
7249,202410,30090047,10,3009004710,CR,2024 Sep,محمد الغرباوي لتجارة و تصنع المعادن,Egypt,Local,CRCF,0.5,1000.0,DC01,,20.0,Stocking and Distrib,EXW,739.0,735.0,Oct,Sep,Small Item
7250,202410,30090047,20,3009004720,CR,2024 Sep,محمد الغرباوي لتجارة و تصنع المعادن,Egypt,Local,CRCF,0.5,1250.0,DC01,,15.0,Stocking and Distrib,EXW,728.0,723.0,Oct,Sep,Small Item
7251,202410,30090047,30,3009004730,CR,2024 Sep,محمد الغرباوي لتجارة و تصنع المعادن,Egypt,Local,CRCF,0.7,1000.0,DC01,,20.0,Stocking and Distrib,EXW,739.0,735.0,Oct,Sep,Small Item
7252,202410,30090047,40,3009004740,CR,2024 Sep,محمد الغرباوي لتجارة و تصنع المعادن,Egypt,Local,CRCF,,1250.0,DC01,,15.0,Stocking and Distrib,EXW,728.0,723.0,Oct,Sep,Small Item
7253,202410,30090047,50,3009004750,CR,2024 Sep,محمد الغرباوي لتجارة و تصنع المعادن,Egypt,Local,CRCF,0.8,1000.0,,,15.0,Stocking and Distrib,EXW,728.0,723.0,Oct,Sep,Small Item
7254,202410,30090047,60,3009004760,CR,2024 Sep,محمد الغرباوي لتجارة و تصنع المعادن,Egypt,Local,CRCF,0.8,1250.0,DC01,,15.0,Stocking and Distrib,EXW,728.0,723.0,Oct,Sep,Small Item
7255,202410,30090047,70,3009004770,CR,2024 Sep,محمد الغرباوي لتجارة و تصنع المعادن,Egypt,Local,CRCF,1.0,1000.0,DC01,,30.0,Stocking and Distrib,EXW,739.0,735.0,Oct,Sep,Small Item
7256,202410,30090047,80,3009004780,CR,2024 Sep,محمد الغرباوي لتجارة و تصنع المعادن,Egypt,Local,CRCF,1.0,1250.0,DC01,,20.0,Stocking and Distrib,EXW,736.0,732.0,Oct,Sep,Small Item
7257,202410,30090047,90,3009004790,CR,2024 Sep,محمد الغرباوي لتجارة و تصنع المعادن,Egypt,Local,CRCF,1.2,1000.0,DC01,,20.0,Stocking and Distrib,EXW,748.0,743.0,Oct,Sep,Small Item
7258,202410,30090047,100,30090047100,CR,2024 Sep,محمد الغرباوي لتجارة و تصنع المعادن,Egypt,Local,CRCF,1.2,1250.0,DC01,,20.0,Stocking and Distrib,EXW,736.0,732.0,Oct,Sep,Small Item
7259,202410,30090047,110,30090047110,CR,2024 Sep,محمد الغرباوي لتجارة و تصنع المعادن,Egypt,,CRCF,1.5,1000.0,DC01,,25.0,Stocking and Distrib,EXW,748.0,743.0,Oct,Sep,Small Item
7260,202410,30090047,120,30090047120,CR,2024 Sep,محمد الغرباوي لتجارة و تصنع المعادن,Egypt,Local,CRCF,1.5,1250.0,DC01,,25.0,Stocking and Distrib,EXW,736.0,732.0,Oct,Sep,Small Item
7261,202410,30090047,130,30090047130,CR,2024 Sep,محمد الغرباوي لتجارة و تصنع المعادن,Egypt,Local,CRCF,2.0,1250.0,DC01,,15.0,Stocking and Distrib,EXW,736.0,732.0,Oct,Sep,Small Item
7262,202409,30089967,10,3008996710,FH,2024 Sep,الهلال للصناعات الوسيطة,Egypt,Local,FBRF,0.3,66.0,DD11F,,50.0,Corporate,CPT,813.0,808.0,Sep,Sep,Medium Item
7263,202409,30089967,20,3008996720,FH,2024 Sep,الهلال للصناعات الوسيطة,Egypt,Local,FBRF,0.25,66.0,DD11F,,50.0,Corporate,CPT,813.0,808.0,Sep,Sep,Medium Item
7264,202410,30090004,20,3009000420,PP,2024 Sep,المروة للمشغولات المعدنية والبلاستي,Egypt,Local,POCF,0.4,1250.0,DX51D,60,18.0,Corporate,CPT,1138.0,1131.0,Oct,Sep,Small Item
7265,202410,30090004,10,3009000410,PP,2024 Sep,المروة للمشغولات المعدنية والبلاستي,Egypt,Local,POCF,0.4,1250.0,DX51D,120,18.0,Corporate,CPT,1231.0,1223.0,Oct,Sep,Small Item
7266,202408,35006123,10,3500612310,PP,2024 Sep,Imara Mabati Ltd,Kenya,Export,PONF,0.25,,DX51D,80,25.0,Africa,CFR,1200.0,1200.0,Aug,Sep,Small Item
7267,202408,35006156,10,3500615610,CR,2024 Sep,GREIF HELLAS S.A.,Greece,Export,CRCF,0.76,910.0,DC03,,200.0,Europe,CFR,730.0,730.0,Aug,Sep,Large Item
7268,202408,30089716,10,3008971610,PP,2024 Sep,ايه سي اس,Egypt,Local,POCF,0.5,1250.0,DX51D,120,20.0,Service Center,EXW,264.0,263.0,Aug,Sep,Small Item
7269,202410,30089461,80,3008946180,CR,2024 Sep,شركة الشرق لتشغيل المعادن,Egypt,Local,CRCF,0.7,1250.0,DC01,,40.0,Service Center,EXW,700.0,696.0,Oct,Sep,Small Item
7270,202410,30089461,90,3008946190,CR,2024 Sep,شركة الشرق لتشغيل المعادن,Egypt,Local,CRCF,0.7,1000.0,DC01,,40.0,Service Center,EXW,700.0,696.0,Oct,Sep,Small Item
7271,202410,30089461,100,30089461100,CR,2024 Sep,شركة الشرق لتشغيل المعادن,Egypt,Local,CRCF,1.0,1000.0,DC01,,40.0,Service Center,EXW,700.0,696.0,Oct,Sep,Small Item
7272,202410,30089461,110,30089461110,CR,2024 Sep,شركة الشرق لتشغيل المعادن,Egypt,Local,CRCF,1.2,,DC01,,40.0,Service Center,EXW,700.0,696.0,Oct,Sep,Small Item
7273,202410,30089461,120,30089461120,CR,2024 Sep,شركة الشرق لتشغيل المعادن,Egypt,Local,CRCF,0.8,1000.0,DC01,,40.0,Service Center,EXW,700.0,696.0,Oct,Sep,Small Item
7274,202410,30089461,130,30089461130,CR,2024 Sep,شركة الشرق لتشغيل المعادن,Egypt,Local,CRCF,1.5,1000.0,DC01,,40.0,Service Center,EXW,700.0,696.0,Oct,Sep,Small Item
7275,202410,30089461,140,30089461140,CR,2024 Sep,شركة الشرق لتشغيل المعادن,Egypt,Local,CRCF,1.5,1250.0,DC01,,60.0,Service Center,EXW,700.0,696.0,Oct,Sep,Medium Item
7276,202406,35006049,70,3500604970,GI,2024 Sep,Diyabco,Syria,Export,GCCF,1.2,1250.0,DX51D,80,50.0,Middle East,FOB,825.0,825.0,Jun,Sep,Medium Item
7277,202406,35006049,140,35006049140,GI,2024 Sep,Diyabco,Syria,Export,GHCF,1.9,,DX51D,80,225.0,Middle East,FOB,825.0,825.0,Jun,Sep,Large Item
7278,202406,35006049,10,3500604910,GI,2024 Sep,Diyabco,Syria,Export,GCCF,0.3,1250.0,DX51D,60,450.0,Middle East,FOB,825.0,825.0,Jun,Sep,Large Item
7279,202406,35006049,320,35006049320,CP,2024 Sep,Diyabco,Syria,Export,CPSF,1.8,1000.0,DD11,-,100.0,Middle East,FOB,680.0,680.0,Jun,Sep,Medium Item
7280,202406,35006049,370,35006049370,GI,2024 Sep,Diyabco,Syria,Export,GCCF,0.38,1000.0,DX51D,60,75.0,Middle East,FOB,685.0,685.0,Jun,Sep,Medium Item
7281,202408,30089998,20,3008999820,GI,2024 Sep,انوفابرو الهندسيه لمستلزمات الانتاج,Egypt,Local,GHSF,2.0,,DX51D,275,6.06,Corporate,,845.0,839.0,Aug,Sep,Small Item
7282,202407,30087066,20,3008706620,GI,2024 Sep,جمال السيد عبدالفتاح,Egypt,Local,GCCF,0.8,1250.0,,275,10.13,Stocking and Distrib,EXW,945.0,939.0,Jul,Sep,Small Item
7283,202410,30089494,10,3008949410,CR,2024 Sep,الهندسیة لتشكیل المعادن,Egypt,Local,CRCF,0.72,1250.0,DC01,,60.0,Service Center,EXW,701.0,,Oct,Sep,Medium Item
7284,202410,30089494,20,3008949420,CR,2024 Sep,الهندسیة لتشكیل المعادن,Egypt,Local,CRCF,1.2,1250.0,DC01,,40.0,Service Center,EXW,701.0,697.0,Oct,Sep,Small Item
7285,202410,30089494,30,3008949430,CR,2024 Sep,الهندسیة لتشكیل المعادن,Egypt,Local,CRCF,0.8,1250.0,DC01,,40.0,Service Center,EXW,701.0,697.0,Oct,Sep,Small Item
7286,202410,30089494,40,3008949440,CR,2024 Sep,الهندسیة لتشكیل المعادن,Egypt,Local,CRCF,1.0,1250.0,DC01,,40.0,Service Center,EXW,701.0,697.0,Oct,Sep,Small Item
7287,202410,30089494,50,3008949450,CR,2024 Sep,الهندسیة لتشكیل المعادن,Egypt,Local,CRCF,0.72,1000.0,DC01,,20.0,Service Center,EXW,713.0,708.0,Oct,Sep,Small Item
7288,202410,30089494,60,3008949460,CR,2024 Sep,الهندسیة لتشكیل المعادن,Egypt,Local,CRCF,1.2,1000.0,DC01,,40.0,Service Center,EXW,713.0,708.0,Oct,Sep,Small Item
7289,202410,30089494,70,3008949470,CR,2024 Sep,الهندسیة لتشكیل المعادن,Egypt,Local,CRCF,,1000.0,DC01,,20.0,Service Center,EXW,713.0,708.0,Oct,Sep,Small Item
7290,202410,30089494,80,3008949480,CR,2024 Sep,الهندسیة لتشكیل المعادن,Egypt,Local,CRCF,1.0,1000.0,DC01,,40.0,Service Center,EXW,713.0,708.0,Oct,Sep,Small Item
7291,202407,30089259,10,3008925910,PP,2024 Sep,جراند للهندسه والمشروعات الصناعيه,Egypt,Local,POGF,0.5,1250.0,DX51D,180,20.0,Projects,EXW,1079.0,1073.0,Jul,Sep,Small Item
7292,202408,30090078,10,3009007810,PP,2024 Sep,البلبیسى للصناعة والتجارة,Egypt,Local,POCF,0.5,,DX51D,120,25.0,High Tech industries,EXW,1014.0,1008.0,Aug,Sep,Small Item
7293,202404,35005948,10,3500594810,GI,2024 Sep,Saudi Ceramic Co.,Saudi Arabia,Export,GCCF,1.2,1018.0,DX52D,275,7.21,Middle East,CFR,920.0,920.0,Apr,Sep,Small Item
7294,202409,30090061,10,3009006110,PP,2024 Sep,الاسكندریة لتشكیل المعادن -,Egypt,Local,POCF,0.5,1250.0,C280GD,120,170.0,Large Corporate,CPT,1010.0,1004.0,Sep,Sep,Medium Item
7295,202410,30089478,30,3008947830,CR,2024 Sep,شركة عابدین لتجارة و تورید,Egypt,Local,CRCF,0.7,1250.0,DC01,,100.0,Service Center,EXW,689.0,685.0,Oct,Sep,Medium Item
7296,202410,30089478,40,3008947840,CR,2024 Sep,شركة عابدین لتجارة و تورید,Egypt,Local,CRCF,1.0,1250.0,DC01,,60.0,Service Center,EXW,689.0,685.0,Oct,Sep,Medium Item
7297,202410,30089478,50,3008947850,CR,2024 Sep,شركة عابدین لتجارة و تورید,Egypt,Local,CRCF,1.2,1250.0,DC01,,60.0,Service Center,EXW,689.0,685.0,Oct,Sep,Medium Item
7298,202410,30089478,20,3008947820,CR,2024 Sep,شركة عابدین لتجارة و تورید,Egypt,Local,CRCF,0.6,1250.0,DC01,,300.0,Service Center,EXW,689.0,,Oct,Sep,Large Item
7299,202410,30089478,60,3008947860,CR,2024 Sep,شركة عابدین لتجارة و تورید,Egypt,Local,CRCF,1.5,1250.0,DC01,,100.0,Service Center,EXW,689.0,685.0,Oct,Sep,Medium Item
7300,202410,30089478,70,3008947870,CR,2024 Sep,شركة عابدین لتجارة و تورید,Egypt,Local,CRCF,2.0,1250.0,DC01,,100.0,Service Center,EXW,689.0,685.0,Oct,Sep,Medium Item
7301,202410,30089478,80,3008947880,CR,2024 Sep,شركة عابدین لتجارة و تورید,Egypt,Local,CRCF,0.75,1250.0,DC01,,500.0,Service Center,EXW,689.0,685.0,Oct,Sep,Large Item
7302,202410,30089478,10,3008947810,CR,2024 Sep,شركة عابدین لتجارة و تورید,Egypt,Local,CRCF,0.48,1250.0,DC01,,300.0,Service Center,EXW,695.0,691.0,Oct,Sep,Large Item
7303,202409,30090360,10,3009036010,GI,2024 Sep,شركة ايفرست مصر للصناعة,Egypt,Local,GCNF,0.4,685.0,DX51D,80,80.0,Corporate,CPT,827.0,822.0,Sep,Sep,Medium Item
7304,202405,35005900,10,3500590010,BS,2024 Sep,Maroc fer,Morocco,Export,ABCF,1.15,1250.0,BSQH,,2000.0,Middle East,CFR,750.0,750.0,May,Sep,Large Item
7305,202409,35006121,40,3500612140,GI,2024 Sep,FerroMac International NV,USA,Export,GCCF,,1219.2,DX51D,90,80.0,North America,FOB,,835.0,Sep,Sep,Medium Item
7306,202409,35006121,10,3500612110,GI,2024 Sep,FerroMac International NV,USA,Export,GCCF,0.31,,DX51D,90,180.0,North America,FOB,835.0,835.0,Sep,Sep,Medium Item
7307,202409,35006121,20,3500612120,GI,2024 Sep,FerroMac International NV,USA,Export,GCCF,,1156.3,DX51D,90,330.0,North America,FOB,835.0,835.0,Sep,Sep,Large Item
7308,202409,35006121,30,3500612130,GI,2024 Sep,FerroMac International NV,USA,Export,GCCF,0.31,1178.6,DX51D,90,220.0,North America,FOB,835.0,835.0,Sep,Sep,Large Item
7309,202409,35006121,50,3500612150,GI,2024 Sep,FerroMac International NV,USA,Export,GCCF,0.31,1228.7,DX51D,90,180.0,North America,FOB,835.0,835.0,Sep,Sep,Medium Item
7310,202409,35006121,60,3500612160,GI,2024 Sep,FerroMac International NV,USA,Export,GCCF,0.31,1200.2,,90,130.0,North America,FOB,835.0,,Sep,Sep,Medium Item
7311,202409,35006121,70,3500612170,GI,2024 Sep,FerroMac International NV,USA,Export,GCCF,0.31,1229.4,DX51D,90,50.0,North America,FOB,835.0,835.0,Sep,Sep,Medium Item
7312,202409,35006127,10,3500612710,GI,2024 Sep,FerroMac International NV,USA,Export,GCCF,0.284,1038.2,,90,90.0,North America,,850.0,850.0,Sep,Sep,Medium Item
7313,202409,35006127,20,3500612720,GI,2024 Sep,FerroMac International NV,USA,Export,GCCF,,914.4,,90,50.0,North America,FOB,850.0,850.0,Sep,Sep,Medium Item
7314,202409,35006127,30,3500612730,GI,2024 Sep,FerroMac International NV,USA,Export,GCCF,0.284,1054.1,DX51D,90,50.0,North America,FOB,850.0,850.0,Sep,Sep,Medium Item
7315,202409,35006127,40,3500612740,GI,2024 Sep,FerroMac International NV,USA,Export,GCCF,0.284,1219.2,DX51D,90,50.0,North America,FOB,850.0,850.0,Sep,Sep,Medium Item
7316,202409,35006127,50,3500612750,GI,2024 Sep,FerroMac International NV,USA,Export,GCCF,0.386,1219.2,DX51D,90,140.0,North America,FOB,790.0,790.0,Sep,Sep,Medium Item
7317,202409,35006127,60,3500612760,GI,2024 Sep,FerroMac International NV,USA,Export,GCCF,,1219.2,DX51D,90,270.0,North America,FOB,760.0,760.0,Sep,Sep,Large Item
7318,202408,30089585,10,3008958510,GI,2024 Sep,توب جرين للاستثمار الزراعى والداجنى,Egypt,Local,GHCF,2.0,1250.0,DX51D,120,20.0,Stocking and Distrib,,840.0,835.0,Aug,Sep,Small Item
7319,202409,35006155,40,3500615540,GI,2024 Sep,Marubeni - Itochu Steel,Kenya,Export,GCSF,0.8,1220.0,DX51D,120,46.69,Africa,CFR,1035.0,1035.0,Sep,Sep,Small Item
7320,202409,35006155,20,3500615520,GI,2024 Sep,Marubeni - Itochu Steel,Kenya,Export,GCSF,,1220.0,DX51D,120,6.1,Africa,CFR,1035.0,1035.0,Sep,Sep,Small Item
7321,202407,30088026,10,3008802610,GI,2024 Sep,ايكيا,Egypt,Local,GCCF,0.78,1250.0,DX51D,220,111.26,KAMA Service Center,EXW,922.0,916.0,Jul,Sep,Medium Item
7322,202407,30088026,50,3008802650,GI,2024 Sep,ايكيا,Egypt,Local,GCCF,0.48,1060.0,DX51D,220,37.99,KAMA Service Center,EXW,1011.0,1005.0,Jul,Sep,Small Item
7323,202408,30088690,60,3008869060,PP,2024 Sep,النبراوى لتشغيل و توريد الحديد خالد,Egypt,Local,POCF,0.4,1250.0,DX51D,120,29.5,Stocking and Distrib,EXW,,1001.0,Aug,Sep,Small Item
7324,202408,30088690,30,3008869030,PP,2024 Sep,النبراوى لتشغيل و توريد الحديد خالد,Egypt,Local,POCF,0.5,1250.0,DX51D,180,26.61,Stocking and Distrib,EXW,1020.0,1014.0,Aug,Sep,Small Item
7325,202408,30089138,10,3008913810,CR,2024 Sep,العربى للتجارة والصناعة,Egypt,Local,CRRF,1.2,425.9,DC06,,30.0,Large Corporate,EXW,817.0,812.0,Aug,Sep,Small Item
7326,202408,35006073,60,3500607360,CR,2024 Sep,Marcegaglia Poland Sp. z o.o.,Poland,Export,CRCF,2.5,1250.0,DC01,,18.48,Europe,CFR,745.0,,Aug,Sep,Small Item
7327,202408,30088555,10,3008855510,PP,2024 Sep,تريدكو للصناعات الهندسية,Egypt,Local,PONF,0.4,826.0,DX51D,80,474.57,Corporate,CPT,1118.0,1111.0,Aug,Sep,Large Item
7328,202408,30088555,20,3008855520,PP,2024 Sep,تريدكو للصناعات الهندسية,Egypt,Local,PONF,0.4,754.0,DX51D,80,170.21,Corporate,CPT,1118.0,1111.0,Aug,Sep,Medium Item
7329,202408,30088555,30,3008855530,PP,2024 Sep,تريدكو للصناعات الهندسية,Egypt,Local,PONF,0.4,826.0,DX51D,80,40.0,Corporate,CPT,1118.0,1111.0,Aug,Sep,Small Item
7330,202408,30088555,40,3008855540,PP,2024 Sep,تريدكو للصناعات الهندسية,Egypt,Local,PONF,0.4,650.0,DX51D,80,85.0,Corporate,CPT,1118.0,1111.0,Aug,Sep,Medium Item
7331,202408,30088555,50,3008855550,PP,2024 Sep,تريدكو للصناعات الهندسية,Egypt,Local,PONF,0.4,715.0,DX51D,80,20.0,Corporate,CPT,1118.0,1111.0,Aug,Sep,Small Item
7332,202408,30088852,40,3008885240,CR,2024 Sep,كریازى للصناعات الهندسیة,Egypt,Local,CRRF,0.5,557.0,DC01,,41.98,Large Corporate,EXW,845.0,839.0,Aug,Sep,Small Item
7333,202408,30088852,30,3008885230,CR,2024 Sep,كریازى للصناعات الهندسیة,Egypt,Local,CRNF,0.5,680.0,DC01,,19.64,Large Corporate,EXW,845.0,839.0,Aug,Sep,Small Item
7334,202408,30090003,50,3009000350,GI,2024 Sep,العربى للصناعات الهندسیة,Egypt,Local,GCCF,0.3,1000.0,DX51D,180,18.0,Large Corporate,EXW,1098.0,1091.0,Aug,Sep,Small Item
7335,202407,30087065,10,3008706510,PP,2024 Sep,العربى للاستيراد والتصدير,Egypt,Local,POCF,0.4,1250.0,DX51D,80,6.44,Service Center,EXW,,963.0,Jul,Sep,Small Item
7336,202409,35006150,30,3500615030,GI,2024 Sep,CSL - Corrugated Sheets Limited,Kenya,Export,GCCF,1.0,1219.0,DX51D,120,25.0,Africa,CFR,1020.0,1020.0,Sep,Sep,Small Item
7337,202409,35006150,70,3500615070,GI,2024 Sep,CSL - Corrugated Sheets Limited,Kenya,Export,GHCF,3.0,1219.0,,120,12.0,Africa,CFR,1020.0,1020.0,Sep,Sep,Small Item
7338,202408,30089144,30,3008914430,CR,2024 Sep,لینك مصر انترناشیونال,Egypt,Local,CRNF,0.7,808.0,S235M,,10.45,Large Corporate,EXW,790.0,786.0,Aug,Sep,Small Item
7339,202408,35006163,20,3500616320,GI,2024 Sep,Steel and Tube Industries Ltd,Uganda,Export,GHSF,2.0,1219.0,DX51D,120,28.0,Africa,,1030.0,1030.0,Aug,Sep,Small Item
7340,202408,30089828,20,3008982820,GI,2024 Sep,الفيومى للتجارة والتوريدات,Egypt,Local,GCCF,1.8,,S350GD,275,20.0,Service Center,EXW,874.0,869.0,Aug,Sep,Small Item
7341,202409,35006129,10,3500612910,GI,2024 Sep,Steelforce NV,Trinidad and Tobago,Export,GCNF,0.96,890.0,DX51D,275,33.65,South America,CFR,1005.0,1005.0,Sep,Sep,Small Item
7342,202408,30090213,10,3009021310,GI,2024 Sep,السویدى للصناعات الهندسیة سای,Egypt,Local,GHSF,2.0,1000.0,DX51D,275,15.0,High Tech industries,CPT,874.0,869.0,Aug,Sep,Small Item
7343,202408,30090213,20,3009021320,GI,2024 Sep,السویدى للصناعات الهندسیة سای,Egypt,,GCSF,1.3,1250.0,DX51D,275,25.0,High Tech industries,CPT,915.0,909.0,Aug,Sep,Small Item
